date,val1,val2
2010-01-01,148.0834258917344,481.38298336557034
2010-01-02,117.49078695303658,466.2597671870473
2010-01-03,147.0091962228729,474.22171216757636
2010-01-04,150.08698125107443,493.2394004405937
2010-01-05,162.70333018908798,491.1206991606393
2010-01-06,155.24760370913495,488.9449764108901
2010-01-07,137.03161041364334,466.0538284818798
2010-01-08,167.56673524286373,464.25066906039933
2010-01-09,171.4182829216567,485.44569671119035
2010-01-10,153.0073734794963,483.9483042436076
2010-01-11,136.39359128558374,478.90409967591825
2010-01-12,178.6455326641921,478.93114055359945
2010-01-13,189.9542890339242,481.32587680454805
2010-01-14,181.93366306081415,484.10186340541776
2010-01-15,195.50327424137527,458.29808878961
2010-01-16,154.59106987752926,491.19355866414395
2010-01-17,204.13173258335422,469.2101720719889
2010-01-18,170.04716411578488,482.8357287481031
2010-01-19,204.10427773752838,484.54899444638147
2010-01-20,203.50530640850442,494.9014071250611
2010-01-21,197.82632671471316,463.0823247667371
2010-01-22,177.33486575634072,493.76268200354747
2010-01-23,197.44564243465558,463.8925008794447
2010-01-24,177.58482547591544,465.6469226346251
2010-01-25,226.38854136157687,478.11427571167917
2010-01-26,202.3163069444597,479.4741638716561
2010-01-27,201.95931315559466,460.43873484880555
2010-01-28,193.09198477961675,488.1511340343384
2010-01-29,226.39393501732863,476.8992650312846
2010-01-30,205.50742263754975,482.81029230182514
2010-01-31,233.28432268212268,484.2026002072624
2010-02-01,233.93099924722128,471.47797040631565
2010-02-02,218.09652712899828,474.2737216934181
2010-02-03,244.97666168977577,482.23584417421205
2010-02-04,216.75416348205127,463.0016835993934
2010-02-05,244.18710493993663,480.30076812442815
2010-02-06,243.89586855272358,466.417353103324
2010-02-07,225.1558217580155,476.8987631508311
2010-02-08,228.3106368352462,450.0700107546638
2010-02-09,242.68471928084705,461.54564474722014
2010-02-10,253.41657219687295,448.18270584059536
2010-02-11,232.82693023330495,438.94583923900484
2010-02-12,231.6468864759492,456.9550568135491
2010-02-13,243.29900885380593,470.54104868396985
2010-02-14,235.81521380084166,455.12858890056157
2010-02-15,234.94924802199102,471.79165479776754
2010-02-16,228.68730736741946,444.3681642483454
2010-02-17,214.14706252045067,463.12149336447527
2010-02-18,259.1188381127032,450.4432201011977
2010-02-19,224.0270828683297,467.6890245896163
2010-02-20,253.2224429927212,432.3388978104457
2010-02-21,234.7601215487871,455.14878034895804
2010-02-22,243.1782157090003,461.4779570139497
2010-02-23,250.4335827302555,461.23831606739174
2010-02-24,256.12794913640073,428.6938646138887
2010-02-25,218.33258465140042,427.7368220193021
2010-02-26,222.9591219403958,432.7017225344163
2010-02-27,242.29105883884046,441.85313225603306
2010-02-28,244.10023539053816,434.5852201922488
2010-03-01,248.60500552523598,434.96442227195865
2010-03-02,245.95367120498437,443.34919731293775
2010-03-03,233.30528183155496,440.18936558483153
2010-03-04,247.54939428512935,447.5730557191174
2010-03-05,237.79637097809314,445.91316667312435
2010-03-06,196.73453241198675,421.69189944464506
2010-03-07,233.26264009363572,422.27602572449786
2010-03-08,235.71833513979692,435.94959228106393
2010-03-09,200.72269150500404,441.4703421409266
2010-03-10,189.25811948202553,418.8490945290512
2010-03-11,215.35520620320614,447.53434127079544
2010-03-12,209.69837011255797,411.44921788010544
2010-03-13,198.8329416423987,445.2239562460571
2010-03-14,203.68402868184455,424.1330827685851
2010-03-15,177.58317480694743,445.87098538446816
2010-03-16,204.20048998868162,406.6584860502012
2010-03-17,197.36580180691365,436.4158005896188
2010-03-18,202.04211260953673,421.4649907692521
2010-03-19,210.49502084744856,406.3795923158747
2010-03-20,195.83496997261375,422.06776365913083
2010-03-21,195.91124866658126,401.9077564673216
2010-03-22,174.27745469059218,438.35478819716144
2010-03-23,193.1962901028824,406.6196318124144
2010-03-24,192.61276010145434,409.54216142080963
2010-03-25,179.84437145090342,429.94515451880716
2010-03-26,183.37535118964723,400.1065686212072
2010-03-27,174.41877513454227,401.49590576064395
2010-03-28,179.1750572140665,404.7469947397989
2010-03-29,145.78407094272592,397.99402840796444
2010-03-30,147.71984271423315,409.9931929531984
2010-03-31,130.54784699852138,389.0718908321886
2010-04-01,174.21690383989508,409.78642637436866
2010-04-02,170.49893103890736,413.8443904499745
2010-04-03,138.12618768483728,405.7930680070068
2010-04-04,117.33270304793709,407.85176295331655
2010-04-05,146.1538797545535,383.6502689745067
2010-04-06,129.25617780146985,402.89630533866887
2010-04-07,154.87555202137213,401.6353356645818
2010-04-08,130.41622547545344,400.4836557759285
2010-04-09,147.0668184370458,383.8438788868938
2010-04-10,124.39081433779296,386.02876404452513
2010-04-11,139.72411731835655,403.35767358774433
2010-04-12,98.27368226141989,409.04300940660875
2010-04-13,98.76259922376511,383.25417403743666
2010-04-14,124.91475547702248,403.51847562931766
2010-04-15,94.52246718665714,407.69945690720306
2010-04-16,111.53290393743923,392.15450089968203
2010-04-17,81.73642824323463,375.72996140886863
2010-04-18,93.04102043057512,378.281238130442
2010-04-19,91.2113927634912,383.43711504062566
2010-04-20,77.56087186284451,366.2271437898362
2010-04-21,94.09996490718936,393.6239711928671
2010-04-22,71.57454166648887,377.2163070359979
2010-04-23,89.47867095174698,399.54946888568514
2010-04-24,60.564489674810865,365.80364311129216
2010-04-25,75.89541112176971,361.6446035568487
2010-04-26,59.383139996397595,386.7952667836899
2010-04-27,93.6698535511502,372.3219799765079
2010-04-28,70.37367011851899,388.55716976555874
2010-04-29,71.27752115396589,367.0487371894567
2010-04-30,88.97184486862511,367.14082589120346
2010-05-01,44.684220896393605,370.58299855835287
2010-05-02,85.19633992063706,364.84365327558635
2010-05-03,83.36644497303055,380.91343609085095
2010-05-04,60.988576457691806,382.70750507468546
2010-05-05,65.67003025960192,377.2570058715838
2010-05-06,64.96999558666559,351.8886070368366
2010-05-07,67.90437570186887,376.69359537825846
2010-05-08,44.420909584212254,355.2108104215862
2010-05-09,70.34829304551087,384.3551213099565
2010-05-10,38.68139806678317,361.56451327193037
2010-05-11,72.95655657234069,353.9491775427233
2010-05-12,47.17042192522852,369.1816772392005
2010-05-13,46.19102437320768,350.4821869154964
2010-05-14,63.819123938312956,347.00701269887946
2010-05-15,42.86585466784574,355.59197196885344
2010-05-16,69.60839653140846,351.96421673467376
2010-05-17,58.26490513634328,370.57761640051217
2010-05-18,69.62315848729821,360.14222117959633
2010-05-19,51.14071637914495,351.06373734887404
2010-05-20,73.2867087880509,361.177874467939
2010-05-21,75.77835016154339,362.2852609567565
2010-05-22,54.862005199940825,373.1797539153795
2010-05-23,42.69279324318889,344.55114754954934
2010-05-24,39.633484293167164,359.760471228278
2010-05-25,79.72482466440091,341.4662911738976
2010-05-26,46.72867860744308,340.3482738746518
2010-05-27,68.86731930479718,344.0935361391166
2010-05-28,61.54547525940397,353.38318396034157
2010-05-29,47.04060146842055,357.38838348993954
2010-05-30,57.46384608049312,346.22638848517494
2010-05-31,81.99917714370456,339.99824559799384
2010-06-01,77.00842147624147,346.17578195113475
2010-06-02,96.49882245474372,337.73465904065966
2010-06-03,94.81609089357363,341.0745578221201
2010-06-04,59.91069456926369,367.3505470066833
2010-06-05,84.47258122861561,334.4770091200846
2010-06-06,74.87334233591456,346.5088636186617
2010-06-07,75.32944413281334,360.85678363384824
2010-06-08,97.06309630071017,360.5186465453334
2010-06-09,86.84039288978619,357.5780939279397
2010-06-10,96.05568717901113,339.70097844977795
2010-06-11,114.22028708114507,355.96728057815807
2010-06-12,115.9442819528047,340.6711723829546
2010-06-13,90.04531599133625,362.978906507178
2010-06-14,106.61112241766487,331.5369675589788
2010-06-15,108.05512655567705,357.3741981242212
2010-06-16,88.5376133740379,335.66398379200314
2010-06-17,102.88256880603859,360.7463833866174
2010-06-18,113.94468253770576,335.963570086783
2010-06-19,118.94339344578734,346.5095543452689
2010-06-20,137.62069893579817,338.12995664188327
2010-06-21,125.93033946800911,345.6688283418106
2010-06-22,111.73336212306819,361.12677888398184
2010-06-23,128.6716280982829,338.1059842735912
2010-06-24,141.77572263210672,355.3247982290475
2010-06-25,122.69341215208426,359.38983314047
2010-06-26,161.8514812908595,343.1407200278366
2010-06-27,149.4519007830529,360.39580142088397
2010-06-28,154.76404930281615,329.691095381043
2010-06-29,151.54290600323478,345.2605008173168
2010-06-30,167.67792718716913,337.720820535399
2010-07-01,164.25576280241114,364.04971013791476
2010-07-02,143.7504092268232,360.33329090845876
2010-07-03,148.21168498401767,330.8228566757241
2010-07-04,152.8685710768733,337.83348737487154
2010-07-05,175.19865596568945,334.3951588793192
2010-07-06,192.71750093238035,339.49453236111356
2010-07-07,160.92476832159826,362.3825908346723
2010-07-08,161.24853234787355,346.72752245556205
2010-07-09,204.40066576606517,332.169728454092
2010-07-10,203.7359251043882,343.667049011536
2010-07-11,190.28272304033183,351.51431736472654
2010-07-12,195.84338770451956,359.37024003170575
2010-07-13,216.22887938947883,350.11394899760865
2010-07-14,230.14595537316373,347.2487368891583
2010-07-15,228.73219231557266,339.26612097474623
2010-07-16,202.88087249856227,352.4872101147482
2010-07-17,201.76090018170174,361.30291594045866
2010-07-18,211.1295973574142,340.5616804654127
2010-07-19,209.23572421884572,347.01670783227905
2010-07-20,205.63589016724478,354.5220765002997
2010-07-21,216.1119360138634,352.4605153052335
2010-07-22,209.2985878605618,355.6772259234648
2010-07-23,244.36821328968372,362.72654205521195
2010-07-24,221.94779141196264,363.51271301541686
2010-07-25,261.47121956213374,360.7698195025719
2010-07-26,244.71160457926612,364.9860017646278
2010-07-27,247.9640797685418,345.2005514243916
2010-07-28,227.9466591662366,355.64117134457535
2010-07-29,236.36177873893908,367.90361927626174
2010-07-30,232.14841222607103,362.2767303003724
2010-07-31,263.3926542118732,373.5325036352073
2010-08-01,265.09993033823355,375.31358988118706
2010-08-02,255.4919067244447,364.2204160715281
2010-08-03,272.70463348104477,374.91215775681036
2010-08-04,240.16830805774194,374.34273394722953
2010-08-05,248.93785267443747,347.9907826669825
2010-08-06,270.8668294818701,378.73169372906455
2010-08-07,260.7364051874139,358.5763064845636
2010-08-08,260.3055702523731,356.95577170045334
2010-08-09,255.34953794532657,360.55567792036237
2010-08-10,265.6271401135959,364.5727792465914
2010-08-11,260.32949869633234,364.03433563932396
2010-08-12,287.44000785158806,366.9238302852337
2010-08-13,291.0640440704188,359.5614223122492
2010-08-14,251.77625635514585,373.77197164653103
2010-08-15,296.1522230178715,362.16242370106556
2010-08-16,256.7554230861849,366.97533170147557
2010-08-17,263.1238007116605,377.99081781087085
2010-08-18,263.04579745054167,381.8036647455159
2010-08-19,301.1558841469398,366.8700413539974
2010-08-20,292.8273404568732,387.64324422321374
2010-08-21,266.4835864879884,367.8018212379124
2010-08-22,265.7425923062496,392.1161964899378
2010-08-23,296.62805594665946,396.2723055020675
2010-08-24,254.664740844739,382.89725054947166
2010-08-25,288.93263532980126,396.81906626454503
2010-08-26,275.8673383433422,393.2948878624094
2010-08-27,249.93650060843166,371.0167032145735
2010-08-28,285.11251777859434,395.5273124848653
2010-08-29,246.94151537441667,372.5469802707782
2010-08-30,258.76940238655226,402.7331121316363
2010-08-31,269.9951892257578,388.6206694448437
2010-09-01,255.93959611104563,400.6415273787418
2010-09-02,252.4559426061461,401.404429255975
2010-09-03,258.96720877368847,387.4095401141439
2010-09-04,248.6809264068672,392.67953732951645
2010-09-05,262.146108764309,406.98370561498814
2010-09-06,234.112783077928,402.425801836324
2010-09-07,273.1012469901137,407.8748018005461
2010-09-08,253.9585452579197,402.9953256825424
2010-09-09,246.91703737637542,414.7721391103174
2010-09-10,260.3592267115398,396.59292658583985
2010-09-11,223.2248593566938,409.53880621848833
2010-09-12,230.95655767721303,398.750452342632
2010-09-13,223.90242277459302,407.3054232046139
2010-09-14,247.82148069847835,405.482801920321
2010-09-15,223.28236128642823,435.58292966568166
2010-09-16,241.2723581663759,417.9197301485543
2010-09-17,241.37612194107206,402.5004922031675
2010-09-18,210.32939659891503,423.92251242845117
2010-09-19,221.44651039753467,424.3267443038253
2010-09-20,234.34255105147034,409.93057646776816
2010-09-21,221.56470061494568,429.72825431721645
2010-09-22,192.42065932606118,414.9525389992805
2010-09-23,194.1062734375883,420.74089804541654
2010-09-24,201.3876734460868,438.4170966256133
2010-09-25,196.16685022988796,415.7183499422752
2010-09-26,223.67058800648547,435.9805457652392
2010-09-27,182.27445996820902,421.3996629399432
2010-09-28,218.10696138040672,435.6115905517032
2010-09-29,185.51969770697713,421.882086101896
2010-09-30,209.59837740781305,418.97627530706217
2010-10-01,182.99994603591742,444.09762208112204
2010-10-02,195.94338262407854,447.3283561390023
2010-10-03,177.76360210575896,453.49792235034016
2010-10-04,163.88162673407618,443.34668789142864
2010-10-05,155.65866624779156,448.60582523338496
2010-10-06,150.62159781751595,460.4873478200397
2010-10-07,162.31164326424613,431.0347246480056
2010-10-08,173.92512155685435,474.54211578849765
2010-10-09,181.3902232716775,467.2498468145326
2010-10-10,156.93901996711384,479.8081187340702
2010-10-11,168.66317412986905,460.1103839410249
2010-10-12,145.51194132051023,481.00829130350655
2010-10-13,132.22943853702304,447.5373505422474
2010-10-14,160.7516285430893,468.16533691355755
2010-10-15,141.98119949469472,475.4543753510112
2010-10-16,124.08241292200698,448.1727515238122
2010-10-17,161.17412968594186,459.48015683252595
2010-10-18,138.23889395567488,485.6059426106915
2010-10-19,126.11449827754826,457.91841389358495
2010-10-20,131.21852019339173,495.1607117690916
2010-10-21,106.57376376535412,476.2282761443232
2010-10-22,136.6364574040424,489.5897602870187
2010-10-23,119.90287234170785,471.8941900140248
2010-10-24,134.32386312448773,499.0517309944144
2010-10-25,124.17708085753013,494.6938034789326
2010-10-26,93.46441940485668,500.5174519214148
2010-10-27,110.42854896864793,493.5246931417171
2010-10-28,137.84292770981332,483.41655909067106
2010-10-29,134.45620918720044,500.88658757615303
2010-10-30,98.7085166407939,475.73202170091844
2010-10-31,121.31616620369093,476.39114163069416
2010-11-01,126.38074500932197,488.7424902286962
2010-11-02,117.74506944379576,474.73490424911114
2010-11-03,111.070110855263,493.0382110750229
2010-11-04,92.7170382927206,486.087362992219
2010-11-05,125.00767409738899,481.47928943447147
2010-11-06,122.94985362364096,517.2534196317009
2010-11-07,105.84124639457099,515.5175100563488
2010-11-08,76.3326381817657,499.8309699812166
2010-11-09,87.43542215296746,497.3428846689801
2010-11-10,105.4099625764984,491.3555821166707
2010-11-11,108.78864790445309,497.8361058180057
2010-11-12,110.66504591143806,511.5607075017016
2010-11-13,101.06143986194647,509.4843115305293
2010-11-14,112.77199572339035,532.8270336533102
2010-11-15,91.7615672641018,541.7983765934182
2010-11-16,83.49641684337553,503.4489887413518
2010-11-17,112.08220230329727,522.4399070913106
2010-11-18,75.86212508036945,516.5410223368131
2010-11-19,93.37823391180481,531.4343147703274
2010-11-20,101.37455514088131,518.9659174862278
2010-11-21,86.11988909500573,513.243726245261
2010-11-22,107.0238826656468,535.8955286389261
2010-11-23,107.04123866310664,549.8214399422167
2010-11-24,80.46386307131984,519.5091266702564
2010-11-25,115.40039749968516,511.888723262207
2010-11-26,126.3711759466201,541.4440491974539
2010-11-27,118.97071214831632,546.2796613468443
2010-11-28,117.63041496010148,518.4787351079322
2010-11-29,95.86809251903902,533.9470051080453
2010-11-30,94.59456189658728,560.7136199651135
2010-12-01,102.98913098301458,561.8905485321899
2010-12-02,106.96320996688286,554.4366877018456
2010-12-03,96.14876079002437,526.5231980306187
2010-12-04,112.68340054538325,529.672452424362
2010-12-05,145.0828534846146,553.8529997712222
2010-12-06,145.52556154611014,547.2270334130193
2010-12-07,145.170903682429,532.3225929835329
2010-12-08,138.38105261813894,569.1353261140312
2010-12-09,134.04902871903147,537.0562893644855
2010-12-10,110.85043873939793,576.2127629479451
2010-12-11,150.84858087265297,544.9355240664391
2010-12-12,162.9006733704433,552.6542495600177
2010-12-13,121.19388084786131,551.6594089594502
2010-12-14,139.17786219467624,567.5886306270211
2010-12-15,136.63642901111643,535.6424978232643
2010-12-16,175.4162361782072,578.2227342649428
2010-12-17,148.62876235131006,582.9450542450998
2010-12-18,160.55924462186067,557.2846670680866
2010-12-19,140.22696292649567,556.9397693748816
2010-12-20,159.1308559981877,533.7091866982261
2010-12-21,164.06630361345836,544.0628835782189
2010-12-22,175.56735783952502,559.3341661573168
2010-12-23,198.38929990833952,573.20395496792
2010-12-24,184.532331848032,548.5067623158154
2010-12-25,175.4241463221905,554.1326549644938
2010-12-26,167.1715107981179,560.8593024110044
2010-12-27,191.9348721017715,582.361685780547
2010-12-28,192.26397696209634,562.5978236970436
2010-12-29,183.60022712856747,582.0601258396662
2010-12-30,177.1154304582212,571.1283126332311
2010-12-31,214.71012044593445,571.8608471747168
2011-01-01,189.00967484018383,571.6996112445221
2011-01-02,215.38972594281316,577.0524909311794
2011-01-03,212.85955687793896,566.4437439274978
2011-01-04,207.32117113224234,587.6636927167156
2011-01-05,197.8241475620742,586.814341400422
2011-01-06,215.96884438631903,576.5438527003137
2011-01-07,210.05187270001463,580.0568556853163
2011-01-08,225.5426482404884,554.9318739345404
2011-01-09,252.43769421167715,567.8105053049975
2011-01-10,245.19641162005692,569.207841655809
2011-01-11,258.18107260529894,566.9650898813874
2011-01-12,262.54682246470423,560.7022942869378
2011-01-13,264.8616342695956,543.3968375859124
2011-01-14,267.17141216505655,561.0507708237986
2011-01-15,262.6665552054944,549.7521742425891
2011-01-16,257.3775977646291,551.5983354862256
2011-01-17,283.43546355312344,544.1814734242429
2011-01-18,275.47366453716205,556.6711766487136
2011-01-19,255.9685470728156,543.0463215463342
2011-01-20,269.2211135103149,569.6726089893045
2011-01-21,254.526449435539,553.2994738369536
2011-01-22,289.07828599759364,588.5867530594485
2011-01-23,276.1229468128463,544.9777762897421
2011-01-24,298.4611120238635,571.6275823309406
2011-01-25,276.31520567233696,587.5238981013295
2011-01-26,296.7449538455533,537.661820094944
2011-01-27,315.3048070897444,586.8014947190372
2011-01-28,307.34491130714844,579.4891580864706
2011-01-29,271.842742444262,549.664788235658
2011-01-30,310.3161730689265,536.9237535509881
2011-01-31,322.8254169345928,563.8141034784481
2011-02-01,288.14566179523104,559.2223050179762
2011-02-02,324.90594869614733,580.5480611002066
2011-02-03,289.3293541762309,564.9693695971379
2011-02-04,317.5056772179399,543.8687172566118
2011-02-05,323.08782166531245,583.8712288399446
2011-02-06,313.17342842519815,541.3243826195401
2011-02-07,330.51646628131186,567.1906804011476
2011-02-08,299.8856004890549,582.2737134261788
2011-02-09,325.4939961502322,560.1605037855614
2011-02-10,297.1951228420056,563.6015085901477
2011-02-11,299.1323374905169,573.1809790962325
2011-02-12,294.8517151767781,548.0127726062935
2011-02-13,296.7761745121921,577.1197421269878
2011-02-14,293.2678663513176,523.0792498397376
2011-02-15,300.5452868641607,561.6767994158084
2011-02-16,332.38414569316154,536.1702585650721
2011-02-17,337.73667341558564,567.4884823375298
2011-02-18,337.3180814472407,517.9189832620167
2011-02-19,298.6935614877937,570.4167263653691
2011-02-20,296.5675320147654,566.1020965394289
2011-02-21,298.5325536850699,516.6230123803235
2011-02-22,295.62235022454075,557.1965327044039
2011-02-23,336.2749566791159,521.2102921734706
2011-02-24,322.4601659019171,555.586952772042
2011-02-25,308.28733773605325,514.3290663924824
2011-02-26,303.31987579490215,536.8596019570936
2011-02-27,316.6897166889757,511.85268038009724
2011-02-28,300.11062091519875,525.4349286697816
2011-03-01,292.8629856436111,532.7748586988969
2011-03-02,319.1440515879365,533.1082614452067
2011-03-03,313.5086021904283,541.0344652549408
2011-03-04,284.0065345648436,552.330078051248
2011-03-05,294.6158643782705,543.9602218343562
2011-03-06,304.39515767678853,505.9189715053017
2011-03-07,293.58634340262745,520.8733626134818
2011-03-08,315.88311226217036,500.34081912995146
2011-03-09,316.098657827332,546.2767254143633
2011-03-10,306.9226118547752,529.5263359060739
2011-03-11,272.58449912003505,505.59944531448497
2011-03-12,298.5464359862916,495.8692168022382
2011-03-13,280.5639892836908,538.3073129271964
2011-03-14,287.63184739137205,508.44380622310234
2011-03-15,271.31659964063186,532.1706706118422
2011-03-16,276.7800796053926,486.86703439385207
2011-03-17,278.84831002229146,486.85499173932
2011-03-18,260.1637518111701,529.0838278953937
2011-03-19,256.4706097342944,508.77257864852464
2011-03-20,262.8028924449314,499.0821962886551
2011-03-21,252.77062244832467,482.2186305831287
2011-03-22,248.2470717329006,479.0938151429722
2011-03-23,255.50839192135183,495.121970112811
2011-03-24,276.25397048591583,512.5910280894316
2011-03-25,239.4177393343473,484.5760542897393
2011-03-26,239.99128727387622,489.3875601827542
2011-03-27,231.76237095626558,488.07998131086515
2011-03-28,224.64344003291006,498.88787314192433
2011-03-29,218.61648711102325,486.8052912678785
2011-03-30,262.2662480668945,482.2389124472149
2011-03-31,235.45718182523098,467.1369241784881
2011-04-01,239.2506417330856,482.97732035752
2011-04-02,245.55074313045202,494.1851663638574
2011-04-03,228.80824051046687,462.2447243274086
2011-04-04,210.7069518127608,506.08769765105524
2011-04-05,198.4447695901424,479.9933377628166
2011-04-06,210.9618222467638,497.74784413436436
2011-04-07,212.92253685688422,456.1651489532504
2011-04-08,185.6524862023695,474.43833761575615
2011-04-09,208.79850448142702,458.3113742461486
2011-04-10,216.88061671901275,458.9295461458089
2011-04-11,184.0851882599802,456.5781539705106
2011-04-12,186.65230300147465,471.65110976652556
2011-04-13,199.31584836140246,456.79604695674607
